,code,tags,shops,Markdown
64,7534,Tire Retreading & Repair Sh,EVO KRISTALL; IP POGODIN A.A.,Auto
65,5941,Sporting Goods Stores,Magazin Sokol; VITOKIN; PROKATNYY PUNKT; SPORTMASTER 6094; SPORTMASTER 5182; SPORTMASTER 5354; RYBALKA; SPORTMASTER 6217; NIKE DISCOUNT STORE EK; IP GUSEYNOVA D.G.; HEALTHSTORE; limestone shop; SUVENIR SERVIS; IP SCHUKA; SPORTMASTER.; Rybak; OHOTAKTIV; WWW KANT RU; KARPOLOV; KLUBNYJ RUBIN; HOCKEY CLUB; SPORTMASTER; YRSL; SPORTMASTER 5410; DECATHLON; DECATHLON KRAS886; RUSAK; MAGAZIN RYBACHOK; DECATHLON EKAT2042; SPORTMASTER 912; SPORTMASTER 5015; SPORTMASTER 6441; SPORTMASTER8; FIGURIST; EVO RYUKZAKI I SUMKI; NIKE FACTORY STORE NO; SKECHERS 6699; DECATHLON TOGLIAT1010; MADWAVE; FRUTOFISH; SPORTMASTER 5209; DECATHLON PULKOV649; POVOLZHE-SPORT; DECATHLON PARGOL763; SPORTMASTER 5066; FITNESS FORMULA; MECHTA RYBAKA 2; SPORTMASTER 5522; YAREMA OLEG BOGDANOV; SPORTMASTER 5159; PRICHAL RYBAKA; OOO SPORTMASTER; SPORTMASTER 5054; DECATHLON VLAD1190; Rybolov-Profi; SPORTMASTER 6263; PLANETA SPORT; PANAMAREVA VERA PAVLOV; KANT SUVENIRKA; DOBRYNYA; CLMB; PUMA; SPORTMASTER 5052; NASHA IGRA; KRAS886; SPORTMASTER 114; UDACHLIVYY RYBOLOV; SNEAKER SHOP GATCHINA; IP TKACHENKO I.S.; PROFMAX; VELOBOSS; SPORTMASTER 714; SUPERPROTEIN.RU; EKIPIROVOCHNYI TSENTR; KARP SHOP; IP RYZHOVA EA; SPORTMASTER 6392; SKIPASY 960; SPORTMASTER 5720; BIG FAMILY; DECATHLON KOROLEV2044; SPORTTOVARY; SAMARA1004; SPORTMASTER 6269; SPORTMASTER 6308; SPORTMASTER 178; KLEVYJ; MAGAZIN SPORTMASTER; SPORTDEPO; SPORTMASTER SZF; MAGAZIN ROBINZON; SKECHERS 6544; MAGAZIN SPORTSMEN; EVO VITA SPORT; MOSKOVSKIJ VOKZAL; RYBOLOV; RYBOLOV152; SPORTMASTER 5850; 6236 SM DVF; KANT PRIYUT; VELO 34,Hobbies
66,5964,Direct Marketing-Catalog Me,YM*AliExpress; Aliexpress; WWW.ALIEXPRESS.COM; SHEIN.COM; YM*aliexpress,Shops
67,5521,Automobile & Truck Dealers,AVTOSERVIS; SERVISE TOYOTA; TEKTOR; BAZA.DROM.RU,Auto
68,8661,Religious Organizations,KAZANSKII SOBOR; PRIHOD V CHEST M.LIDII,Hobbies
69,4131,Bus Lines,"OBSHESTVENNYI TRANSPOR; ISET TRANSPORT 1343; MUP MOGOK KERCHGORTRAN; ETK31.RU; MP PATP; MUP UPRAVLENIE TRAMVAY; ISET TRANSPORT 835; ISET TRANSPORT 816; ETK55.RU; IP KRUTIKHINA YUA; NA AVTOBUS; ISET TRANSPORT 328; OAO-TTS.RU; TOPLU TASIMA GECIS U; ISET TRANSPORT 1060; TRANSPORT - 101; TRANSPORT TVER; STRELKACARD1; OOO VEST LAJN 4; PLATA ZA PROEZD ETKRD; PLATA ZA PROEZD ETKRD.; ISET TRANSPORT 1110; ISET TRANSPORT 530; SGET; ISET TRANSPORT 298; ISET TRANSPORT 1794; PASSAZHIRAVTOTRANS; TOTEM 7; GORTRANS DOLG; AVTO RR; ISET TRANSPORT 771; BILET AVTO; LESNOVKA-SAKI; ISET TRANSPORT 326; UEC.TRANSP.BIZ; PSKOVPASSAZHIRAVTOTRAN; GP KO AVTOVOKZAL; TRANSPORT - 43; VPTRANS. 88.; ISET TRANSPORT 2036; ISET TRANSPORT 334; TROLLEJBUS; ISET TRANSPORT 1065; INFORMSETI.RU KLG; ISET TRANSPORT 998; STRELKACARD; TRANSP.EKV., AQSI5-126; TRANSPORT; BUS; RAKITIN V.V.; SP PRIGOROD 1; IP LAGUTKINA T.V.; ISET TRANSPORT 1154; IP KOJKOV K.T.; TTU 64; IP SKIBA V.S.; SMUTP; ISET TRANSPORT 1882; TTU 67; IP ZINAKOV D A; SP KASSA 2; SP AVTO7; ISET TRANSPORT 436; SP KASSA 8; BARS 2; ISET TRANSPORT 275; ISET TRANSPORT 790; TRANSPORT - 12; ISET TRANSPORT 313; ISET TRANSPORT 1778; OOO ELTRANS; GUP RK KRYMTROLLEYBUS; ISET TRANSPORT 1813; GORELEKTROTRANS; CHEREPOVEC TRANSPORT; TRANSPORT - 11; ISET TRANSPORT 1223; ISET TRANSPORT 1698; ISET TRANSPORT 1014; TTU 24; ISET TRANSPORT 1800; OOO TOTEM; INFORMSETI.RU VOZ; IVANOVSKIJ AVTOVOKZAL; ISET TRANSPORT 376; TTU 34; VPTRANS.RU 7.; ISET TRANSPORT 895; TRANSPORT - 18; ISET TRANSPORT 527; ISET TRANSPORT 1941; AV TSENTRALNYY; MORSKIE PROGULKI; IP SHELYAKIN S.A.; ISET TRANSPORT 227; PLATA ZA PROEZD TKPAY; ISET TRANSPORT 978; NIKOLAEVKA; ISET TRANSPORT 386; ISET TRANSPORT 1086; AO RIC; ISET TRANSPORT 770; ISET TRANSPORT 144; PODM_FOND; TRANSKART.RU; TAMBOV DOLG; ISET TRANSPORT 365; ISET TRANSPORT 930; ISET TRANSPORT 435; TOTEM 9; KURORTNAYA; TRANSPORT SAMARA; TTU 33; ISET TRANSPORT 1509; TRANSPORT ULYANOVSK; ISET TRANSPORT 1447; SP KASSA 1; ISET TRANSPORT 1860; TTU 73; INFORMSETI.RU SAR; GP KO AVTOVOKZAL MK; KARTA UMKA; ISET TRANSPORT 1915; TRANSPORT - 16; ISET TRANSPORT 1780; ETK CHUVASHIA OPL; ISET TRANSPORT 818; ISET TRANSPORT 836; ISET TRANSPORT 345; ISET TRANSPORT 1819; TRANSPORT - 32; ISET TRANSPORT 321; ISET TRANSPORT 66; ISET TRANSPORT 956; E-TRAFFIC.RU; ISET TRANSPORT 445; AVTOVOKZAL52 RU; ISET TRANSPORT 851; TRANSPORT SMOLENSK; ISET TRANSPORT 1123; E-TRANS; OOO SIMTRANSSERVIS; ISET TRANSPORT 1116; ETK CHUVASHIA; TAMBOV; ISET TRANSPORT 1846; SP AVTO2; TRANSPORT - 31; ANTEY-REMBYTSERVIS; ISET TRANSPORT 1740; ISET TRANSPORT 1884; GP KO AVTOVOKZAL 9; ISET TRANSPORT 1535; TRANSPORT - 40; ISET TRANSPORT 353; TRANSPORT TOGLIATTI; OOO VEST LAJN 1; ISET TRANSPORT 1802; MOTODOR; MUPP EET; ISET TRANSPORT 796; ARPS.PRO; donbilet.ru; ISET TRANSPORT 403; ISET TRANSPORT 837; ISET TRANSPORT 838; VLADICARD.RU TRANS; URALTRANSPORT; OOO KERCHTRANS; OOO VEST LAJN 3; ISET TRANSPORT 555; ISET TRANSPORT 826; ISET TRANSPORT 578; ISET TRANSPORT 807; ISET TRANSPORT 1583; ISET TRANSPORT 997; TRANSPORT - 25; ISET TRANSPORT 502; SP KASSA 9; BYSTROV A.YU.; TRANSPORT VOLGOGRADA; VLADIMIR3; LIRA; TRANSPORTYAROSLAVL DOL; SP AVTO6; TRANSP.EKV., AQSI5-222; ISET TRANSPORT 988; NKO RR TR LIP; IP FOMIN M.V.; TRANSPORT - 33; MUP GORAVTOTRANS; TRANSPORTTVER; TRANSPORT KRASNOYARSKA; PO ZAKAZU MKU GORTRANS; IZHGET; VPTRANS. 7.; TRANSPORT KHABAROVSK; MERIDIANNAYA, D.1A; SIBTEX TRANS; OOO TRASSA; TOTEM 8; ISET TRANSPORT 1858; ZT4; ISET TRANSPORT 825; OOO BALTRANSAVTO ODIN; ISET TRANSPORT 341; M. 4 PRIM-BEREG-FEOD; ISET TRANSPORT 310; OOO MARSHRUTNOE TAKSI; ISET TRANSPORT 392; MKP KALININGRAD-GORTRA; ISET TRANSPORT 1096; TTU 32; MARSHRUT 13A DRUZHBY-K; TRANSP.EKV., AQSI5-089; SOYUZ04; ISET TRANSPORT 972; SP AVTO16; STRELKACARD.RU; ISET TRANSPORT 426; MERIDIANNAYA; AVTOVOKZAL; ISET TRANSPORT 821; GUREVSKIE LINII-1 N31; TRANSPORT - 26; AEROPORT; ISET TRANSPORT 89; ISET TRANSPORT 448; SEVERNYY AVTOVOKZAL; PTSMUP; SAT; AVTOSTANTSIYA; ISET TRANSPORT 977; KLD - BALTIJSK - 16; PAT; ISET TRANSPORT 986; TRANSPORT - 15; MARSHRUT; ISET TRANSPORT 1973; ISET TRANSPORT 733; ISET TRANSPORT 1691; ISET TRANSPORT 1776; REZERV; IP VISLOUSHKIN S.V.; IPOPAT; TRANSPORT - 1; ISET TRANSPORT 204; ISET TRANSPORT 1140; ISET TRANSPORT 1023; TRANSPORT. KIROV; ISET TRANSPORT 1152; ISET TRANSPORT 833; IP NEKRASOV; ISET TRANSPORT 414; MUPAT G. NOVYJ URENGOJ; ISET TRANSPORT 1272; AVTOLAJN 619; YANDEX.BUS; TRANSPORT - 19; OEIRC; TRANSPORT BARNAUL; ALYUR-AVTO.; ISET TRANSPORT 243; KRASAVTOTRANS1; tutu.ru; ISET TRANSPORT 119; OOO VEST LAJN; ISET TRANSPORT 950; ISET TRANSPORT 783; FEODOSIYA; IZHGET.; ISET TRANSPORT 1411; TRANSPORT - 3; AVTOVOKZAL NOVOMOSKOVS; URAL TRANSPORT; ISET TRANSPORT 1121; ISET TRANSPORT 1869; SITICARD. TRANS; ISET TRANSPORT 1828; ISET TRANSPORT 1581; INFORMSETI.RU SOL; TTU 36; ISET TRANSPORT 1180; RR.TRANSP.RU; TK VLASTELIN; ISET TRANSPORT 832; OREK.RF AO; ETK55.RU DOLG; TRANSPORT VLADIVOSTOK.; ISET TRANSPORT 1886; WWW.GORTRANS.BIZ; ISET TRANSPORT 390; 19 MKSK-ZZHBI; OAO PETROVSKOE ATP; ISET TRANSPORT 1789; NKORR TRANSP OREL SID; TRANSPORTYAROSLAVL; ISET TRANSPORT 897; GORTRANS1; NKO RASCHETNYE RESHEN; SMUTP.RU; NOVOKUIBYSHEVSK MU PTP; RASCHT-E RESHENIYA TOM; ISET TRANSPORT 437; ISET TRANSPORT 1542; TRANSPORT RB; SP AVTOBUS; ISET TRANSPORT 822",Transportation
70,4214,Motor Freight Carriers,"""PROEKT ZAPAD""; IP LOSEV S.A; A KAMERA HRANENIYA; GRUZOVICHKOF",Auto
71,7993,Video Amusement Game Suppli,UP *RDPAY; Blizzard Entertainment; UP *RDPAYMENTS; UP *RDPAYIN,HardwareAndSoftware
72,7399,Business Services,GOOGLE *Google Play; GOOGLE *PREMIER; GOOGLE *VKCOM; GOOGLE *EMG; TRNeighted; NAOPKB_EC; GOOGLE *LITTLE LABS; https://ur.hh.ru/; GOOGLE *Badoo; SERVICEPEOPLE.RU; TIPSPLUS CHAEVYE; Ultimate GL Donskaya; GOOGLE *CamScanner; GOOGLE *ALEKSEI ODEGOV; BELAYA ROZA; GOOGLE *Prischepa; VCLtexts; GOOGLE *Supercell; GOOGLE *TAP4FUN; JARDIN DES FLEURS; GOOGLE *Mobilfon; GOOGLE *YoungJoy; GOOGLE *DATINGRU; yamaguchi; LAROPACK; GOOGLE *CJSC Mamba; GOOGLE *Lilith Mobile; WRDation,Services
73,5945,"Hobby,toy,and Game Shops",0471 DETSKIY MIR; IP TIMOSHENKOVA Z.A.; SPORT PILOT.RU YAS.2; MAGAZIN REGINA; 3338 DETSKIY MIR; 2125 DETSKIY MIR; DOM DENDI; 1525 DETSKIJ MIR; RICH FAMILY EKAT-G; 1568 DETSKIY MIR; 1498 DETSKIY MIR; IP SAUTENKOV; 2240 DETSKIY MIR; IP LASHHENKIN; BABY ART; 1949 DETSKIY MIR; TD IGRUSHKA; Magazin Yula; 1667 DETSKIY MIR; OOO DVA KOTA; IQUBE; RICH FAMILY KRASN; IP Elkina O.A.; 0622 DETSKIY MIR; KAPITOSHKA; IP AFANASEV K.I.; IP Plyakova SV; OOO TOY.RU.; KHEMLIS; 0557 DETSKIY MIR; IP AGAFONNIKOVA N V; 1826 DETSKIY MIR; 2649 DETSKIY MIR; 2928 DETSKIY MIR; RICH FAMILY -9; 0351 DETSKIY MIR; 0408 DETSKIY MIR; 1909 DETSKIY MIR; 1436 DETSKIY MIR; 2740 DETSKIY MIR; 2457 DETSKIJ MIR; 2629 DETSKIJ MIR; NEPOSEDA IP GOGIAVA; 3789 ZOO; IGRADOM; IP LEDNEVA L.V.; 1583 DETSKIY MIR; 2886 DETSKIY MIR; GIPERMARKET RICH FEMIL; VOZDUSHNYJ PRAZDNIK; OOO IMPERC SKY GAME; OOO 76 TOYS; 2207 DETSKIY MIR; MAGAZIN GNOM; 2369 DETSKIY MIR; KOLIZEUM; 2578 DETSKIJ MIR; ZNAYKA; RICH FAMILY SARATOV; KIDS TOYS; GORIZONT; IGRUSHKI MADAGASKAR; 1202 DETSKIY MIR; 1256 DETSKIY MIR; 0515 DETSKIY MIR; 1867 DETSKIY MIR; 1750 DETSKIY MIR; IGRUSHKI; 0399 DETSKIY MIR; 1582 DETSKIY MIR; IP KOLKOTINA O.A.; EVO IGRUSHKI; OOO TOY.RU; 2728 DETSKIY MIR; 1978 DETSKIY MIR; 1407 DETSKIY MIR; RICH FEMILI; 1997 DETSKIY MIR; 1309 DETSKIY MIR; 1976 DETSKIJ MIR; 1145 DETSKIY MIR; VOTONYA; 1185 DETSKIY MIR; 2345 DETSKIY MIR; KROKHA; 1740 DETSKIY MIR; IP KAZAKOV I.M.; 3150 DETSKIJ MIR; 2187 DETSKIY MIR; 2041 DETSKIY MIR; 1488 DETSKIY MIR; DETSKIY MIR 1225; RICH FAMILY-UFA; 1311 DETSKIY MIR; 3208 DETSKIY MIR; 3532 DETSKIY MIR; 2448 DETSKIY MIR; IP NAZAROV AI; LEGO MSK SALARIS; 2948 DETSKIY MIR; MIR IGRUSHEK; RICH FAMILY; 1422 DMSMOLENSK; 1265 DETSKIJ MIR; Magazin Papina zarplat; SHARIKUS; 2910 ZOOZAVR DET MIR; DOM IGRUSHKI; IP KURILOV; 1859 DETSKIY MIR; 0629 DETSKIY MIR; PARTY ROOM; IP-AFANASEVA-L-N; IP GULAYA T.V.; 2612 DETSKIJ MIR; 0463 DETSKIY MIR; 2046 DETSKIY MIR; SKAZKA3; MALENKIJ SOKRAT; DOCHKI-SYNOCHKI.; BIMI; 2272 DETSKIY MIR; 1389 DETSKIY MIR; CHUDO-YUDO; 1703 DETSKIY MIR; IP BOJKO D.S.; 2795 DETSKIY MIR; 2852 DETSKIY MIR; 3091 DETSKIJ MIR; 1534 DETSKIY MIR; 2211 DETSKIY MIR; IGRUSHKI HOBBY; 2192 DETSKIY MIR; 3024 DETSKIY MIR; 2475 DETSKIY MIR; 2463 DETSKIY MIR; 1410 DETSKIY MIR; RICH FAMILY NSK; 2243 DETSKIY MIR; 1719 DETSKIY MIR; DETSKIY MIR; 3176 DETSKIY MIR,Hobbies
74,8099,Medical Services,DOMASHNIJ DOKTOR; OOO RDL; OOO LEKARSTVA KUBANI; OSNOVNAYA KASSA; GAUZ KODKB-1; CENTR POLYANKA; MARUSINO; VOROBEV AA; BIONIQ LIFE; KLINIKA EKATERININSKAY; OOO VVV; EVROPEJSKIE LABORATORI; SALON KRASOTY ZHEMCHUZ; GUZ OKVD G. ELEC; MEDLAB PLYUS; IP BEZRUKOV D.V.; OOO ARTEMIDA; OOO MED CENTR AVESTA; PREMER MEDIKA; KLINIKA AJBOLIT; OOO SKPC; MC PALITRA; MERI GOLD; VIPESTETIK; MED.LAB. GEMOTEST; SALON ZHEMCHUZHINA PLY; NEMKLINIKAVUNDERKIND; ON CLINIK; KLINIKA EKATERININSKAYA.; soul center; OOO OLGA-S,Health
75,4121,Taxicabs/limousines,HTTPS://TAXI.YANDEX.RU; taptaxi.su; PANDORA; WHEELY * 12405322; TAMBOV ENERGETIKOV 2; YANDEX.TAXI; WHEELY * 12404047; TAKSI; WHEELY * 12507096; WHEELY * 12505627; WHEELY * 12513334; WHEELY * 12497533; WHEELY * 12475675; UBER; didiglobal; WHEELY * 12370248; WHEELY * 12356008; INDRIVER; WHEELY * 12506040; CITY-MOBIL; YM UBER; WHEELY * 12417671; TAXI306.RU; SITIMOBIL2; taxi434343; WHEELY * 12343180; samocat.net; CITYMOBIL; UBER.COM; CITYMOBIL.; Wheely; WHEELY * 12476343; taximaxim.ru; WHEELY * 12376677; WHEELY * 12513921; taxipoehali.ru,Transportation
76,5933,Pawn Shops,MAGAZIN POBEDA; PROSTO585,MoneySaveAndInvesting
77,8351,Child Day Care Services,HAPPY LAND,Services
78,5094,Precious Stones/Metals/Jewe,KHRIZOLIT; ADAMAS; SP IP SUKHORUKOV A.S.; SEREBRO SR19,Clothes
79,8042,"Optometrists,opthamalogists",KRASNYJ PROSPEKT 188; YASNO VIZHU; OMIKRON; OPTIKA VITA; BIO ABSOLYUT; OPTIK-EKSPRESS; IP MALAHOVA A.I.,Health
80,5451,Dairy Products Stores,"KIOSK SLAVICA; NYTVA- MOLOKO; TORGOVYJ KIOSK 2; EVO PZ NOVOLADOZHSKIJ; GELATO BACIO; TORGOVYJ PAVILON 9; SP LORESH O B; SELKHOZ PAVILON; EVO KHOKHOLSKOE MOLOKO; MOROZHENOE; TC CENTR; KIOSK MOROZHENOE; PRODUKTY; IP GAMIDOVA KH.M.; IP LORESH O B; IP TOROPOV SV MOROZHEN; SLAVICA; MOLOCHNYE PRODUKTY; EVO MOLOCHNAYA LAVKA; IP LANCOVA K P; Iney; MOLTORG; EVO MOLOCHNAYA LAVKA 1; IP FEDOROV AV 14; GOEV S.A.; IP ANDRONOVA T.N.; Sirnaya Imperiya; IP MINIBAEV A.K.; IP KHACHATRYAN GA; MAGAZIN ZHEMCHUZHINA; GELATO CONFETTO; TORGOVYJ DOM MILKOM; MOLOCHNAYA PRODUKTSIYA; FERMER CENTR; IP ROKHLIN V.M.; IP KUROYEDOVA; SKHPK SOGLASIE,AVTOLAV; SOVETSKIJ, 75; RTT 40 LET POBEDY 89; KIOSK MOROZHENOE 3; FERMERSKIJ; YARYGIN V.V.; KIOSK MOROZHENNOE; MOLOCHNAYA KUKHNYA; MAGAZIN KUEDINSKIJ; MAGAZIN GASTRONOM; VKUSNYASHKA; IP KOTELNIKOV A.V.; IP KRYLOV; IP SOBOL I.A.; IP BUSYGINA A.V.; L/D KALININA AVT; Moloko; IP LUKIN A.V.; IP Alekseeva A.V.; KARELSKIJ DVORIK; OOO USMZ; YARMOLOKO",Shops
81,4816,Computer Network/Informatio,Y.M*MatchTV; YM*ADMOST; HTTP://AVK-WELLCOM.RU; DOM.RU VOLGOGRAD; DOM.RU NABEREZHNYECHEL; Y.M*ezpower.ru; Y.M*roistat; OBLAKO-DISK-O; SEVEN-SKY.NET; ROSTELECOM; PSCB*INTERNET; YM*premier; DOM.RU OMSK; DOM.RU TVER; DOMRU SPB; Y.M*rezumator; YM*INTERNET; PODRYAD; DOM.RU NIZHNIY NOVGORO; Y.M*zengram; NOVOTELEKOM; Y.M*insta-parser; OBLAKO MAIL.RU; HTTP://FOCUS.LIFE/; YM*author; AUTOTEKA; DOM.RU SARATOV; INTERNET; INFOLINK; YM PREMIER; DOMRU SPB2; DOM.RU ULYANOVSK; Ufanet Orenburg; YM*AnalitikOcenok; YM*MatchTV; YA.POCHTA; K Telekom; FSIN-PISMO; AN-NET; YM*YANDEX.DISK; ROSTELEKOM; YM*beget; CYBERSHOKE; PAYBERRY; Y.M*beget; DOM.RU PERM; Y.M*premier; CKASSA RU,HardwareAndSoftware
82,5734,Record Shops,GOOGLE *MapcamInfo; GOOGLE *Small Giant; GOOGLE *Playrix Games; Y.M*envybox; GOOGLE *EMG; GOOGLE *PROXIMA BETA; GOOGLE *Smule Inc; GOOGLE *Social Quantum; pokupo; GOOGLE *Four33; KASPERSKYLAB; CLOUD.TRASSIR.COM; BITRIX24; PAW*ServiceCloud; ELKOM+; GOOGLE *GEO TRACK TECH; GOOGLE *Prischepa; GOOGLE *Niantic Inc; IP CHEKASHOVA KI; SAMSUNG ELECTRONIC; supa.ru; GOOGLE *StarMaker Apps; GOOGLE*BOOM; GOOGLE*YANDEX LLC; GOOGLE *IGG MobileGame; GOOGLE*GOOGLEPLAY; GOOGLE *Lilith Mobile,Hobbies
83,5697,"Tailors,seamstress,mending",DOM BYTA 2; MASTER MINUTKA; BEAUTY BY HELYA,Clothes
84,5631,Women's Accessory And Speci,IMPERIA SYMOK 3; INTIMISSIMI; Fresh room; OYSHO 7841; TEZENIS T324; TEZENIS; KOLCOVA IP M-N DLYA VA; MARMALATO; CONTE DON 2; ELLAS; IP RUCHKIN A.V.; PIRAMIDA; TEZENIS T955; OYSHO 8926; OMELLINI; IP TARASOVA E.V.; OYSHO 7725; OYSHO 7778; CALZEDONIA; MOE BELIE; PRIMA; NIZHNEE BELE; IP CHUMICHKINA OV; LIFON,Clothes
85,5949,"Sewing,needlework,fabric","IP PASHIN A. O.; SHOP ""TKANI U TANI""; LOGOS; NPP-LOGOS; Aelita; PRYAZHA RUKODELIE; TOVARY DLYA RUKODELIYA; MAGAZIN ISKUSNICA; NKTEX; MASTERICA",Hobbies
86,5970,Artists Supply Stores,CARLAS ART,Hobbies
